id,listing,title,link,abstract,creation_date,organization,grant_number,grant_org,grant_start,grant_end,grant_money,investigators,total_participants,male_participants,female_participants,source,creation_date_parsed,grant_start_parsed,grant_end_parsed,pct_male,pct_female,year,month,day,column,row
746,424,Autism Clinical and Genetic Resources in China (ACGC),https://nda.nih.gov/edit_collection.html?id=2461,"Recurrent sporadic mutations are important risk factors for autism spectrum disorders (ASD) but have been primarily investigated in European cohorts. Here, we sequenced 189 risk genes in 1,543 Chinese ASD probands (1,045 from trios) and find novel recurrences of potential pathogenic significance.",9/14/16,University of Washington,,,9/14/16,,,Evan Eichler and Kun Xia,1647,1445,202,lab,9/14/16,9/14/16,,0.877352763,0.122647237,2016,9,14,25,17
381,442,Effectiveness of Task Shifting to Peer Delivery of Behavioral Activation for Depression among Pregnant Women,https://nda.nih.gov/edit_collection.html?id=2479,"Depression is a prevalent problem during pregnancy, 1,2 with adverse and potentially enduring correlates and consequences for mothers and infants 3 however, there is a persistent failure to provide intervention for the majority of depressed pregnant women,4 despite the fact that efficacious behavioral interventions exist. A widely recognized barrier to treatment engagement is the lack of effective, available care that is well aligned with women's preferences. 5 Pregnant women prefer care that is ... more",9/19/16,University of Colorado Boulder,R34MH110478,University Of Colorado,9/14/16,7/31/20,716405,Sona Dimidjian,37,0,37,lab,9/19/16,9/14/16,7/31/20,0,1,2016,9,14,25,18
382,441,Harm avoidance and incompleteness as dimensional endophenotypes in anxiety and OC spectrum disorders,https://nda.nih.gov/edit_collection.html?id=2478,"Obsessive Compulsive OC spectrum and anxiety disorders are the most prevalent psychiatric conditions in the United States. The economic costs of these disorders to society are enormous, accounting for 31 percent of total mental health costs. In spite of the development of effective cognitive behavioral and pharmacologic treatments, a substantial portion of patients remain ill. The limitations of symptom and diagnosis based approaches in understanding the underlying pathobiology of anxiety and OC ... more",9/19/16,Brown University,R01MH110449,Brown University,9/15/16,5/31/22,3502774,Steven Rasmussen,186,46,140,lab,9/19/16,9/15/16,5/31/22,0.247311828,0.752688172,2016,9,15,25,19
383,456,Functional Anatomic Studies of Self-Affect: A Multimodal Approach,https://nda.nih.gov/edit_collection.html?id=2494,"How the self is experienced is central to healthy emotional functioning as well as many disturbances in psychological functioning. This competing renewal uses structural, functional, and resting-state neuroimaging, coupled with passive smartphone sensing technology and ecological momentary assessments, to examine the affective components of self. Understanding the factors that contribute to changes in the affective aspects of self that result from environmental stressors has the potential to provide ... more",9/19/16,Dartmouth College,R01MH059282,Dartmouth College,9/15/16,6/30/22,3283673,James V. Haxby,298,92,206,lab,9/19/16,9/15/16,6/30/22,0.308724832,0.691275168,2016,9,15,25,20
747,461,A new treatment for minimally verbal girls with ASD,https://nda.nih.gov/edit_collection.html?id=2503,"Fewer females than males are diagnosed with autism spectrum disorder, and fewer females have been enrolled in treatment studies. As a result, it is not clear if commonly used interventions are equally effective for females. This study will examine the feasibility and preliminary efficacy of Social Engagement Therapy SET in a sample of minimally verbal girls with ASD. SET is a brief, structured behavioral intervention, based on applied behavior analysis, and is designed to increase social communication ... more",9/19/16,Children's Healthcare of Atlanta,,,9/19/16,,,Tom Cariveau,9,0,9,lab,9/19/16,9/19/16,,0,1,2016,9,19,25,21
834,82,Targeted sequencing identifies 91 neurodevelopmental disorder risk genes with autism and developmental disability biases,https://nda.nih.gov/study.html?id=425,"Gene-disruptive mutations contribute to the biology of neurodevelopmental disorders (NDDs), but most pathogenic genes are not known. We sequenced 208 candidate genes from >11,730 patients and >2,867 controls. We report 91 genes with an excess of de novo mutations or private disruptive mutations in 5.7% of patients, including 38 novel NDD genes. Drosophila functional assays of a subset bolster their involvement in NDDs. We identify 25 genes that show a bias for autism versus intellectual disability ... more",9/19/16,Burkhart Center for Autism Education and Research,,,9/19/16,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",15561,10890,4671,paper,9/19/16,9/19/16,,0.699826489,0.300173511,2016,9,19,26,1
384,471,"Computational, Neural, and Behavioral Studies of Competition-Dependent Learning",https://nda.nih.gov/edit_collection.html?id=2521,"Our overarching goal is to understanding how stored memories change as a function of experience. The pro-posed work builds on prior research showing a U-shaped relationship between memory activation and learn-ing, whereby strong activation leads to synaptic strengthening, moderate activation leads to synaptic weaken-ing, and no activation leads to no change in synaptic strength. The present grant focuses on the implications of this U-shaped relationship for representational change Learning is not ... more",9/29/16,Princeton University,R01MH069456,Princeton University,9/19/16,6/30/21,1919481,Kenneth Norman,239,91,148,lab,9/29/16,9/19/16,6/30/21,0.380753138,0.619246862,2016,9,19,26,2
385,472,A Computerized Intervention Targeting Cognitive Control Network Deficits in Depression,https://nda.nih.gov/edit_collection.html?id=2522,"Project EVO or EVO is a mobile 3D video game that has been shown to reduce older adults susceptibility to interference by augmenting sustained attention and working memory abilities e.g. cognitive control through targeted adaptive algorithms. The combination of peer-reviewed validity, adaptivity, and fun video game mechanics elevates the EVO platform beyond other at-home training tools while reducing burden associated with tedious task replication. We propose to study EVO as a potential intervention ... more",9/29/16,University of Washington,R61MH110509,University Of Washington,9/19/16,8/31/18,1253106,Patricia Arean,48,19,29,lab,9/29/16,9/19/16,8/31/18,0.395833333,0.604166667,2016,9,19,26,3
386,466,Functional Neuroanatomy Correlates of Worry in Older Adults,https://nda.nih.gov/edit_collection.html?id=2514,"Severe worry, a transdiagnostic symptom particularly pernicious for the health of older adults, is associated with increased risk of conversion from mild cognitive impairment to Alzheimer's disease, and with increased risk of stroke and other cardiovascular events. Severe worry, defined as intense, uncontrollable worry associated with interruption in functioning and reduced quality of life, is surprisingly prevalent in the community, with 20 percent of older adults reporting severe worry. While there ... more",9/29/16,University of Pittsburgh,R01MH108509,University Of Pittsburgh At Pittsburgh,9/20/16,6/30/21,1499967,Carmen Andreescu,165,58,107,lab,9/29/16,9/20/16,6/30/21,0.351515152,0.648484848,2016,9,20,26,4
387,468,Mobile Eye-Tracking as a Tool for Studying Socioemotional Development: Threat-related Attention in a Social Context,https://nda.nih.gov/edit_collection.html?id=2516,"The adult and child clinical literature suggests that individuals who are clinically anxious or have high levels of trait anxiety show attention biases to threat. In addition, researchers can exacerbate or ameliorate levels of anxious thought and behavior by experimentally manipulating attention biases in the lab. This has led researchers to argue that attention biases to threat may cause anxiety. These studies are an important and useful proof of concept for the role of attention in the emergence ... more",9/29/16,Penn State University,R21MH111980,Pennsylvania State University-Univ Park,9/20/16,8/31/19,432300,Koraly Perez Edgar,161,88,73,lab,9/29/16,9/20/16,8/31/19,0.546583851,0.453416149,2016,9,20,26,5
388,469,Neural mechanisms of social distance in psychosis,https://nda.nih.gov/edit_collection.html?id=2519,"One of the most debilitating features of psychotic disorders is the impairment in social functioning that can begin very early in the illness. Unfortunately, there are no effective treatments available for these impairments. This is in part because their neurobiological basis is not understood. However, recent advances in social neuroscience and neuroimaging have provided novel avenues for understanding the neural circuitry involved in generating social behavior. One general approach often used in ... more",9/29/16,Massachusetts General Hospital,R01MH109562,Massachusetts General Hospital,9/21/16,6/30/21,3241832,Daphne Holt,133,80,53,lab,9/29/16,9/21/16,6/30/21,0.601503759,0.398496241,2016,9,21,26,6
389,464,Kansas Intellectual and Developmental Disabilities Research Center,https://nda.nih.gov/edit_collection.html?id=2510,"The Kansas Intellectual and Developmental Disabilities Center KIDDRC supports rigorous and high-impact basic and applied research within themes that are relevant to the etiology, identification, prevention, and treatment of intellectual and developmental disabilities IDD. The Center is organized around projects that fall into four basic themes 1 Language, Communication Disorders, and Cognition, 2 Risk, Intervention, and Prevention, 3 The Neurobiology of IDD, and 4 Cellular and Molecular Biology of ... more",9/29/16,University of Kansas,U54HD090216,University Of Kansas Lawrence,9/22/16,5/31/21,5096186,John Colombo,34,26,8,lab,9/29/16,9/22/16,5/31/21,0.764705882,0.235294118,2016,9,22,26,7
390,463,A Novel Cognitive Reappraisal Intervention for Suicide Prevention,https://nda.nih.gov/edit_collection.html?id=2509,"The goal of this project is to refine and test a novel emotion-regulation based psychosocial intervention designed to reduce suicide risk in middle-aged and older adults 50-90 years old who have been discharged after a suicide-related hospitalization i.e. for suicidal ideation or suicide attempt. Suicide rates in this group are alarmingly high, and reducing suicide rates in at-risk populations is a major NIMH priority. We developed a novel psychosocial intervention called Cognitive Reappraisal Intervention ... more",9/22/16,Weill Medical College of Cornell University,R61MH110542,Weill Medical Coll Of Cornell Univ,9/23/16,8/31/21,2951430,Dimitris Kiosses,51,15,36,lab,9/22/16,9/23/16,8/31/21,0.294117647,0.705882353,2016,9,23,26,8
391,470,Regulating Emotional Responses to Spoken Comments and Visual Images Across the Affective Instability Spectrum: An fMRI Study,https://nda.nih.gov/edit_collection.html?id=2520,"Project Emotionally distressing, aversive or painful experiences are a part of everyday life experience. Crucial to emotional resilience is the capacity to voluntarily regulate ones emotional reaction to such experiences. Some people, however, have difficulty modulating their emotional reactions and are subject to sudden, extreme emotional states, especially in response to interpersonal events. This vulnerability, referred to as affective instability AI, is prototypic of borderline personality disorder ... more",9/29/16,Icahn School of Medicine at Mount Sinai,R01MH109730,Icahn School Of Medicine At Mount Sinai,9/23/16,5/31/22,3096757,Harold Koenigsberg,56,23,33,lab,9/29/16,9/23/16,5/31/22,0.410714286,0.589285714,2016,9,23,26,9
392,476,Longitudinal Assessment of Post-traumatic Syndromes. AURORA Project,https://nda.nih.gov/edit_collection.html?id=2526,"Each year, more than 40 million Americans present to US emergency departments EDs for evaluation after trauma exposure TE. While the majority of these individuals recover, an important subset develops adverse posttraumatic neuropsychiatric sequel ae APNS. These APNS include traditionally categorized outcomes such as posttraumatic stress disorder PTSD, depression, minor traumatic brain injury MTBI, and regional or widespread pain. However, these previous definitions of outcome have limited progress, ... more",9/30/16,University of North Carolina at Chapel Hill,U01MH110925,Univ Of North Carolina Chapel Hill,9/23/16,7/31/21,16378753,Samuel Mclean,2101,795,1306,lab,9/30/16,9/23/16,7/31/21,0.378391242,0.621608758,2016,9,23,26,10
393,477,Impact of Trauma Exposure on Critical Periods in Brain Development and Fear Processing in Children,https://nda.nih.gov/edit_collection.html?id=2527,"Childhood trauma exposure constitutes a major risk factor for subsequent psychopathology, including depression, posttraumatic stress disorder, substance abuse, personality disorders, and schizophrenia. Violence exposure in low-income, urban populations can occur early in life, increasing risk for trauma exposure in children living in inner-city areas. While it is shown that early adverse experiences affect brain activation and connectivity as well as fear physiology during development in children, ... more",9/30/16,Wayne State University,R01MH111682,Emory University,9/23/16,6/30/21,1649554,Tanja Jovanovic,73,41,32,lab,9/30/16,9/23/16,6/30/21,0.561643836,0.438356164,2016,9,23,26,11
394,478,Optimized dosing of repetitive transcranial magnetic stimulation for enhancement of hippocampal-cortical networks,https://nda.nih.gov/edit_collection.html?id=2528,"Memory impairment occurs in a variety of neuropsychiatric conditions e.g., depression and schizophrenia and in many neurologic disorders e.g., neurodegenerative disease and brain injury, often with devastating consequences for life quality. The goal of this project is to determine optimal dosing parameters for a new procedure involving the noninvasive enhancement of human hippocampal-cortical brain networks that critically support memory. This noninvasive brain-stimulation procedure, HFN-Stim, can ... more",9/30/16,Northwestern University,R01MH111790,Northwestern University At Chicago,9/23/16,6/30/20,1575625,Joel Voss,123,45,78,lab,9/30/16,9/23/16,6/30/20,0.365853659,0.634146341,2016,9,23,26,12
395,482,Dose Dependent Response of Cerebellar Transcranial Magnetic Stimulation,https://nda.nih.gov/edit_collection.html?id=2532,"Repetitive transcranial magnetic stimulation rTMS is an emerging technology for the treatment of neurological and psychiatric illnesses. Recent interest has shifted to the cerebellum, where initial promising therapeutic investigations have been made disease such as schizophrenia and ataxia. Despite these developments, the understanding of which parameters are best suited to stimulate the cerebellum remains a mystery. Our proposal seeks to understand the relevant dose parameters of repetitive cerebellar ... more",9/30/16,Beth Israel Deaconess Medical Center (BIDMC),R01MH111868,Mclean Hospital,9/23/16,6/30/21,1719881,Mark Halko,44,17,27,lab,9/30/16,9/23/16,6/30/21,0.386363636,0.613636364,2016,9,23,26,13
396,483,Optimizing peripheral stimulation parameters to modulate the sensorimotor cortex for post-stroke motor recovery,https://nda.nih.gov/edit_collection.html?id=2533,"Stroke is the leading cause of disability in the United States, with approximately 700,000 new cases per year. Disability from upper limb impairment depends primarily on loss of hand function and finger dexterity. Despite advances in task-specific training for the upper limb, a large number of stroke patients do not regain full function of their hand. Somatosensory peripheral nerve stimulation PNS is a promising approach to target recovery of hand motor function in stroke patients. Both short-term ... more",9/30/16,"University of California, San Francisco",R01MH111871,"University Of California, San Francisco",9/23/16,6/30/21,2025908,Karunesh Ganguly,19,15,4,lab,9/30/16,9/23/16,6/30/21,0.789473684,0.210526316,2016,9,23,26,14
397,489,"7T MRI to reveal structural, connectomic and metabolic imaging markers for the neurobiology of depression",https://nda.nih.gov/edit_collection.html?id=2539,"Major depressive disorder MDD affects 6.7 percent of the U.S. adult population and costs an estimated 104 billion per year. Despite this tremendous impact on society, the biological mechanisms of MDD are still poorly understood and consequently treatment options are limited and often ineffective. There is a clear need to establish the abnormalities in the regions and circuits of the brain associated with MDD in order to enable the development of more effective, bio-logically targeted treatments. ... more",9/30/16,Icahn School of Medicine at Mount Sinai,R01MH109544,Icahn School Of Medicine At Mount Sinai,9/23/16,6/30/22,2103874,Priti Balchandani,64,40,24,lab,9/30/16,9/23/16,6/30/22,0.625,0.375,2016,9,23,26,15
398,491,Study of early brain alterations that predict development of chronic PTSD,https://nda.nih.gov/edit_collection.html?id=2541,"Millions of Americans survive traumatic events 1. Symptom trajectories over the initial year after trauma can lead to development of chronic post-traumatic stress disorder PTSD or to a recovery free of PTSD 2-16. Neuroimaging studies indicate chronic PTSD symptoms are associated with changes in brain function and structure 17-32 consequently, recognition of early post-trauma brain changes provides an opportunity to predict chronic PTSD 33-35. Identification of brain changes that underlie post-trauma ... more",9/30/16,The University of Toledo Health Science Campus,R01MH110483,University Of Toledo Health Sci Campus,9/23/16,6/30/21,2128851,Xin Wang,277,96,181,lab,9/30/16,9/23/16,6/30/21,0.346570397,0.653429603,2016,9,23,26,16
399,884,Objective Measurement of Challenging Behaviors in Individuals with ASD,https://nda.nih.gov/edit_collection.html?id=2975,"Aggressive, self-injurious, and disruptive behaviors are a common referral concern among individuals with Autism Spectrum Disorder ASD. These behaviors limit access to educational services and community resources, prevent the development of adaptive behavior, restrict opportunities for socialization, and drastically affect quality of life for families and long-term outcomes for the individuals. There is a critical need fr direct, continuous, and objective measures of these behaviors that are sensitive ... more",8/6/18,Emory University School of Medicine,R21HD086491,Emory University,9/23/16,8/31/19,388802,Nathan Call,37,31,6,lab,8/6/18,9/23/16,8/31/19,0.837837838,0.162162162,2016,9,23,26,17
400,462,Structural Development of Human Fetal Brain,https://nda.nih.gov/edit_collection.html?id=2508,"Despite its critical significance, little is known about the most dynamic phase of brain development in infancy 0-2 years. To change the status quo, comprehensive and quantitative infant brain atlases as reference standards for precision health are needed. In addition, diffusion MRI dMRI has entered a new era in which dynamic cortical internal microstructural complexity, indexed by e.g. cortical mean kurtosis derived from diffusion kurtosis imaging DKI, can be studied in the living infant brain noninvasively ... more",9/22/16,Children's Hospital of Philadelphia,R01MH092535,Childrens Hosp Of Philadelphia,9/26/16,8/31/22,2673477,Hao Huang,102,57,45,lab,9/22/16,9/26/16,8/31/22,0.558823529,0.441176471,2016,9,26,26,18
401,475,Neural Mechanisms for Social Interactions and Eye Contact in ASD,https://nda.nih.gov/edit_collection.html?id=2525,"Social interaction and communication begin in early infancy, and, although these are fundamental human functions, little is known about the underlying neural mechanisms that regulate them particularly in Autism Spectrum Disorder ASD. ASD is a neurodevelopmental disorder characterized by significant disabilities in language and social skills, and the specific neural mechanisms that lead to these disabilities remain active topics for investigation. Emerging theoretical directions converge on problems ... more",9/30/16,Yale University School of Medicine,R01MH111629,Yale University,9/26/16,6/30/22,3197009,Joy Hirsch,12,10,2,lab,9/30/16,9/26/16,6/30/22,0.833333333,0.166666667,2016,9,26,26,19
402,484,Imaging the Neural Effects of Transcranial Direct Current Stimulation,https://nda.nih.gov/edit_collection.html?id=2534,"Research investigating the use of noninvasive electrical stimulation e.g., transcranial direct current stimulation tDCS, for neurologic and psychiatric disorders has provided compelling evidence that such stimulation can modulate behavior and cognition, and even facilitate recovery of function after focal brain injury, with effects typically outlasting the stimulation period. It is known that these effects are achieved by altering excitability in targeted brain regions, but our understanding of the ... more",9/30/16,Beth Israel Deaconess Medical Center (BIDMC),R01MH111874,University Of Massachusetts Amherst,9/26/16,6/30/22,2244540,Gottfried Schlaug,18,11,7,lab,9/30/16,9/26/16,6/30/22,0.611111111,0.388888889,2016,9,26,26,20
403,486,Non-invasive neuromodulation mechanisms and dose/response metrics,https://nda.nih.gov/edit_collection.html?id=2536,"In an exciting era of growth in the use of non-invasive brain stimulation, new methods and applications are being disseminated widely with an increasing number of FDA approvals and equipment designed to probe or modulate the brain in fascinating new ways. The problem with this growing enthusiasm is that there are too few studies that have evaluated how tools such as transcranial magnetic stimulation TMS induce functional activation throughout a human brain, especially outside of the motor system. ... more",9/30/16,University of Pennsylvania,R01MH111886,University Of Pennsylvania,9/26/16,6/30/20,1483914,Desmond Oathes,98,42,56,lab,9/30/16,9/26/16,6/30/20,0.428571429,0.571428571,2016,9,26,26,21
404,488,Trajectories of Behavioral Inibition and Risk for Anxiety,https://nda.nih.gov/edit_collection.html?id=2538,"Childhood temperament broadly shapes psychological adjustment across the lifespan, having particular influence during critical and complex periods of development such as adolescence. While risk for psychopathology rises sharply during adolescence, temperamental differences further enhance risk. Behavioral Inhibition BI is a temperament identified early in life, marked by strong physiological, behavioral, and emotional reactions to unfamiliar contexts, and associated with a four-fold increased risk ... more",9/30/16,University of Maryland,U01MH093349,"Univ Of Maryland, College Park",9/26/16,7/31/21,2048365,Nathan Fox,447,214,233,lab,9/30/16,9/26/16,7/31/21,0.478747204,0.521252796,2016,9,26,27,1
405,604,A tool-box to control and enhance tDCS spatial precision,https://nda.nih.gov/edit_collection.html?id=2667,"Aimed at revolutionizing our understanding of the brain, the BRAIN initiative calls for improvement of existing non-invasive neuromodulation techniques. There is presently great interest in transcranial Direct Current Stimulation tDCS, which is deployable, well tolerated, and carries the promise of targeted neuromodulation. Computational models of tDCS predict individual brain current flow for a given electrode configuration montage, and predict that optimized targeting montages can achieve more ... more",6/12/17,The City College of New York,R01MH111896,City College Of New York,9/26/16,6/30/20,1726699,Marom Bikson,37,19,18,lab,6/12/17,9/26/16,6/30/20,0.513513514,0.486486486,2016,9,26,27,2
406,425,Prenatal exposure to metals and risk for Autism Spectrum Disorder in MARBLES and EARLI,https://nda.nih.gov/edit_collection.html?id=2462,"Autism Spectrum Disorder ASD is a major public health burden in the US, with current prevalence estimates of 1 in 68 children and economic costs exceed 60 billion per year. Identification of causes that can inform prevention and policy is the most efficient way to stem the tide of this rising prevalence. Most research to date has focused on identifying genetic causes of autism, however, recent twin and population-scale studies have shown that both genes and environmental exposures contribute equally ... more",9/19/16,Johns Hopkins University,R01ES025531,Johns Hopkins University,9/30/16,8/31/22,3155061,Dani Fallin,213,0,213,lab,9/19/16,9/30/16,8/31/22,0,1,2016,9,30,27,3
407,504,Environmental Influence on Infant Microbiome Development and ASD Symptoms,https://nda.nih.gov/edit_collection.html?id=2557,"We propose to characterize associations among the fecal microbiome, the fecal glycome, and measures of household environmental exposures in infants who do and do not subsequently develop autism spectrum disorder (ASD) from the MARBLES cohort. One of the most common co-morbidities in autism are gastrointestinal problems, and the presence of frequent symptoms of diarrhea or constipation is associated with more severe symptoms. However, virtually all research on GI dysfunction in ASD to date has been ... more",12/7/16,"University of California, Davis",R01ES028089,University Of California At Davis,9/30/16,7/31/21,2155307,Irva Hertz-Picciotto,666,191,475,lab,12/7/16,9/30/16,7/31/21,0.286786787,0.713213213,2016,9,30,27,4
835,83,"ASD and genetic associations with receptors for oxytocin and vasopressin – AVPR1A, AVPR1B, and OXTR",https://nda.nih.gov/study.html?id=427,"Background: There are limited treatments available for autism spectrum disorder (ASD). Studies have reported significant associations between the receptor genes of oxytocin (OT) and vasopressin (AVP) and ASD diagnosis, as well as, ASD-related phenotypes. Researchers have also found the manipulation of these systems affect social and repetitive behaviors, core characteristics of ASD. Consequently, research involving the oxytocin/vasopressin pathways as intervention targets has increased. Therefore, ... more",11/2/16,Burkhart Center for Autism Education and Research,,,11/2/16,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",490,291,199,paper,11/2/16,11/2/16,,0.593877551,0.406122449,2016,11,2,27,5
836,84,Cognitive remediation for individuals with psychosis: Efficacy and mechanisms of treatment effects,https://nda.nih.gov/study.html?id=428,"The popularity of cognitive remediation (CR) interventions for individuals with psychosis is in part based on the well-established link between cognition and functioning and the assumption that by targeting cognition, function can improve. While numerous trials have reported CR's efficacy, it is still not considered an evidencebased treatment. Importantly, little is known about the mechanisms through which it may affect functioning. Method: In this study, we evaluated CR's proximal and distal effects, ... more",11/4/16,Burkhart Center for Autism Education and Research,,,11/4/16,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",75,55,20,paper,11/4/16,11/4/16,,0.733333333,0.266666667,2016,11,4,27,6
837,85,The evolution and population diversity of human-specific segmental duplications,https://nda.nih.gov/study.html?id=431,"Segmental duplications contribute to human evolution, adaptation and genomic instability but are often poorly characterized. We investigate the evolution, genetic variation and coding potential of human-specific segmental duplications (HSDs). We identify 218 HSDs based on analysis of 322 deeply sequenced archaic and contemporary hominid genomes. We sequence 550 human and nonhuman primate genomic clones to reconstruct the evolution of the largest, most complex regions with protein-coding potential ... more",12/5/16,Burkhart Center for Autism Education and Research,,,12/5/16,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",6355,4618,1737,paper,12/5/16,12/5/16,,0.726671912,0.273328088,2016,12,5,27,7
408,531,Neurodevelopmental Trajectories of Reward Processing in Very Early Emerging Risk for Depression,https://nda.nih.gov/edit_collection.html?id=2587,"Neuroimaging studies of depression have suggested that reduced brain reactivity to gain is significantly linked to diminished hedonic tone i.e., anhedonia and future Major Depressive Disorder MDD. This work has also suggested that increased brain reactivity to loss may be a key biomarker of increased negative emotionality in MDD and risk for depression as well. Despite compelling findings suggesting that diminished hedonic tone and increased negative emotionality are significant risk factors for ... more",1/27/17,Duke University,R01MH110488,Duke University,12/19/16,11/30/21,3337251,Michael Gaffrey,251,127,124,lab,1/27/17,12/19/16,11/30/21,0.505976096,0.494023904,2016,12,19,27,8
838,87,Paternally inherited noncoding structural variants contribute to autism,https://nda.nih.gov/study.html?id=434,"The genetic architecture of autism spectrum disorder (ASD) is known to consist of contributions from gene-disrupting de novo mutations and common variants of modest effect. We hypothesize that the unexplained heritability of ASD also includes rare inherited variants with intermediate effects. We investigated the genome-wide distribution and functional impact of structural variants (SVs) through whole genome analysis (>30X coverage) of 3,169 subjects from 829 families affected by ASD. Genes that are ... more",12/20/16,Burkhart Center for Autism Education and Research,,,12/20/16,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",3170,1867,1303,paper,12/20/16,12/20/16,,0.588958991,0.411041009,2016,12,20,27,9
409,528,Neural Mechanisms of Monoaminergic Engagement in Late-Life Depression Treatment Response (NEMO),https://nda.nih.gov/edit_collection.html?id=2583,"In this competing renewal Year 11 of our R01 using fMRI to study late-life depression LLD pharmacotherapy R01MH076079, the primary aim is to characterize functional connectivity changes associated with initial medication exposure 12-hour challenge. Our preliminary data suggests that these initial fMRI changes reflect monoaminergic engagement, regardless of monoaminergic class serotonergic or noradrenergic, and predict later treatment response. In the proposed study we test a neural systems level ... more",1/27/17,University of Pittsburgh,R01MH076079,University Of Pittsburgh At Pittsburgh,1/1/17,12/31/21,2133485,Howard Aizenstein,43,18,25,lab,1/27/17,1/1/17,12/31/21,0.418604651,0.581395349,2017,1,1,27,10
410,533,Health System Integration of Tools to Improve Primary Care for Autistic Adults,https://nda.nih.gov/edit_collection.html?id=2589,"The health system is ill-equipped to meet the needs of autistic adults. Our prior work has identified significant healthcare disparities experienced by autistic adults, including greater unmet healthcare needs, lower use of preventive services, and greater use of the Emergency Department ED. A majority of primary care providers PCPs lack the skills needed to care for autistic adults, yet competing priorities make it unlikely they will attend trainings on autism. The heterogeneity of the autism spectrum ... more",1/27/17,PORTLAND STATE UNIVERSITY,R34MH111536,Portland State University,1/1/17,12/31/19,690072,Christina Nicolaidis,268,171,97,lab,1/27/17,1/1/17,12/31/19,0.638059701,0.361940299,2017,1,1,27,11
839,88,Improvement in Social Competence Using a Randomized Trial of a Theatre Intervention for Children with Autism Spectrum Disorder.,https://nda.nih.gov/study.html?id=435,"The efficacy of a peer-mediated, theatre-based intervention on social competence in participants with autism spectrum disorder (ASD) was tested. Thirty 8-to-14 year-olds with ASD were randomly assigned to the treatment (n = 17) or a wait-list control (n = 13) group. Immediately after treatment, group effects were seen on social ability, (d = .77), communication symptoms (d = -.86), group play with toys in the company of peers (d = .77), immediate memory of faces as measured by neuropsychological ... more",1/3/17,Burkhart Center for Autism Education and Research,,,1/3/17,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",31,25,6,paper,1/3/17,1/3/17,,0.806451613,0.193548387,2017,1,3,27,12
840,89,Identifying Clinical Net Benefit of Psychotropic Medication Use with Latent Variable Techniques: Evidence from Systematic Treatment Enhancement Program for Bipolar Disorder (STEP-BD),https://nda.nih.gov/study.html?id=437,"Background: Poor medication adherence is common among individuals with Bipolar Disorder (BD). Understanding the sources of heterogeneity in clinical net benefit (CNB) and how it is related to psychotropic medications can provide new insight into ways to improve adherence. Methods: Data come from the baseline assessments of the Systematic Treatment Enhancement Program for Bipolar Disorder (STEP-BD). Latent class analysis identified groups of CNB, and validity of this construct was assessed using ... more",1/6/17,Burkhart Center for Autism Education and Research,,,1/6/17,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",4449,1897,2552,paper,1/6/17,1/6/17,,0.426387952,0.573612048,2017,1,6,27,13
748,517,Cryptic Genetic Causes of Autism,https://nda.nih.gov/edit_collection.html?id=2570,This project performed whole-genome structural variation sequencing using large-insert jumping libraries in the Simons Simplex Collection.,1/13/17,Massachusetts General Hospital,,,1/13/17,,,Michael Talkowski,684,600,84,lab,1/13/17,1/13/17,,0.877192982,0.122807018,2017,1,13,27,14
411,535,Quantification of Predictive Motor Impairments in Individuals with ASD,https://nda.nih.gov/edit_collection.html?id=2591,"Autism spectrum disorder ASD is a developmental disorder associated with a heterogeneous phenotype that includes social, linguistic, cognitive, and behavioral symptoms. Anecdotal reports and selected research results suggest that individuals with ASD exhibit difficulties in motor coordination, especially when interacting with dynamic objects, like catching a ball. Yet, these challenges are not included in the diagnostic criteria. Motivated by a theory recently developed by members of this collaborative ... more",1/27/17,Northeastern University,R21HD089731,Northeastern University,1/18/17,12/31/19,450370,Dagmar Sternad,54,41,13,lab,1/27/17,1/18/17,12/31/19,0.759259259,0.240740741,2017,1,18,27,15
412,527,Developing Neuronal KCNQ Channel Modulators for Mood Disorders,https://nda.nih.gov/edit_collection.html?id=2582,"This 5-year R61R33 phased-innovation award, Developing KCNQ Channel Modulators for Mood Disorders, is designed to efficiently examine the neuronal KCNQ23 potassium K channel subtype as a novel treatment target for depression and related conditions. Depressive disorders are among the most disabling medical conditions worldwide and currently available treatments fall short of addressing this large public health burden. Dysfunction within the brain reward system is emerging as a core feature of depressive ... more",1/27/17,Icahn School of Medicine at Mount Sinai,R61MH111932,Icahn School Of Medicine At Mount Sinai,1/20/17,2/28/24,2425680,James Murrough,63,32,31,lab,1/27/17,1/20/17,2/28/24,0.507936508,0.492063492,2017,1,20,27,16
